64 Rk - wRCE,Year,Name,School,Position,Classification,G,AVG,OBP,SLG,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,SO,CS,PO,SB,IBB,PA
"","2026","Nicholas Koch","Merrimack","RF","Fr","5","0.125","0.222","0.250","1","8","1","1","0","2","0","0","1","0","0","0","3","0","0","0","0","9"
"","2026","Aidan Espinoza","UCLA","DH","Jr","11","0.500","0.714","0.875","4","8","4","1","1","7","0","4","4","2","0","0","1","0","0","1","1","14"
"","2026","Tyler DeCrescenzo","Merrimack","INF","Fr","7","0.000","0.286","0.000","1","9","0","0","0","0","0","1","4","0","1","0","5","0","0","0","0","14"
"","2026","Sam Erickson","Texas A&M","LF","So","4","0.000","0.500","0.000","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","2"
"","2026","CJ Willis","Memphis","RF","Jr","2","0.000","0.000","0.000","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2"
"","2026","Dutch DeProspero","Towson","P","Sr","9","0.000","0.000","0.000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"","2026","Gabriel Gonzalez","Mercer","C","Fr","13","0.111","0.429","0.111","2","9","1","0","0","1","0","2","5","0","0","0","3","0","0","0","0","14"
"","2026","Joonsung Park","Michigan","SS","Jr","2","0.000","0.000","0.000","0","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2"
"","2026","Waldie Perez","Cal St. Fullerton","C","Sr","6","0.000","0.500","0.000","4","4","0","0","0","0","0","0","1","3","0","3","1","0","0","1","0","11"
"","2026","Garrett Davidson","UC San Diego","P","So","5","0.000","0.500","0.000","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","2"
"","2026","Matt Lynch","Towson","P","Sr","10","0.000","0.000","0.000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"","2026","Elijah Batista","Texas A&M","2B","Sr","2","0.000","0.000","0.000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"","2026","Jacob Whiteman","Towson","P","Sr","10","0.000","0.000","0.000","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1"
"","2026","Logan Hart","Cal St. Fullerton","RF","Jr","11","0.000","0.600","0.000","2","2","0","0","0","0","0","2","3","0","0","1","2","0","0","0","0","6"
"","2026","Nathan Jackson","Longwood","2B","Fr","8","0.167","0.500","0.167","3","6","1","0","0","1","0","0","4","0","0","0","1","0","0","1","0","10"
"","2026","Tyler Bruggeman","Longwood","LF","Fr","18","0.000","0.500","0.000","6","4","0","0","0","0","0","0","3","1","0","0","1","0","1","2","0","8"
"","2026","Carter Kelley","Nebraska","3B","Jr","6","0.000","0.000","0.000","0","3","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","3"
"","2026","Hunter High","Tennessee","1B","Jr","8","0.222","0.273","0.444","2","9","2","0","1","4","0","3","1","0","1","0","1","0","0","0","0","11"
"","2026","Reed Strohmeyer","Nebraska","2B","Fr","5","0.000","0.000","0.000","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"","2026","Ryson Ujimori","UC San Diego","1B","Jr","5","0.200","0.273","0.200","0","10","2","0","0","2","0","0","1","0","0","0","4","0","0","0","0","11"
"","2026","Ty McGraw","Troy","DH","Fr","7","0.111","0.273","0.111","1","9","1","0","0","1","0","1","0","2","0","0","5","0","0","0","0","11"
"","2026","Alex Koelling","Miami (OH)","INF","Fr","1","0.000","1.000","0.000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1"
"","2026","Cameron Rizzi","New Haven","RF","Fr","7","0.000","0.000","0.000","0","6","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","6"
"","2026","Drew Phillips","Miami (OH)","RF","So","12","0.000","0.250","0.000","4","3","0","0","0","0","0","2","1","0","0","0","2","0","0","1","0","4"
"","2026","Kyle Mabie","Memphis","1B","Fr","8","0.125","0.222","0.250","1","8","1","1","0","2","0","2","0","1","0","0","3","0","0","0","0","9"
"","2026","Gage Trahan","McNeese","1B","Jr","6","0.429","0.500","0.714","3","7","3","2","0","5","0","0","1","0","0","1","3","0","0","0","0","9"
"","2026","Tyler Huzzy","NJIT","C","Fr","5","0.200","0.200","0.200","1","10","2","0","0","2","0","2","0","0","0","1","1","0","1","0","0","11"
"","2026","Landon Kerkmaz","McNeese","LF","Sr","5","0.200","0.429","0.200","1","5","1","0","0","1","0","1","2","0","0","0","1","0","0","0","0","7"
"","2026","Isaiah Keller","McNeese","LF","Sr","16","0.190","0.261","0.476","3","21","4","1","1","10","1","2","2","0","0","0","8","1","0","1","1","23"
"","2026","Seth Giamportone","Memphis","C","So","10","0.400","0.500","1.000","2","5","2","0","0","5","1","2","1","0","0","0","2","0","0","0","0","6"
"","2026","Gabe Boyd","Memphis","2B","Fr","4","0.250","0.250","0.250","2","4","1","0","0","1","0","1","0","0","0","0","2","0","0","0","0","4"
"","2026","Ben Robinson","NJIT","3B","Fr","9","0.000","0.308","0.000","3","9","0","0","0","0","0","0","4","0","0","0","5","0","0","0","0","13"
"","2026","Jake Vrlak","Miami (OH)","C","Sr","4","0.500","0.667","1.250","1","4","2","0","0","5","1","3","0","2","0","0","1","0","0","0","0","6"
"","2026","Tyler McKillop","UMass Lowell","SS","Fr","5","0.200","0.200","0.400","1","5","1","1","0","2","0","0","0","0","0","0","2","0","0","0","0","5"
"","2026","Tyler Kisling","UMass Lowell","OF","Fr","3","0.000","0.286","0.000","0","5","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","7"
"","2026","Lachlan Maude","New Mexico","1B","Jr","8","0.375","0.500","0.500","3","8","3","1","0","4","0","2","2","0","0","0","2","0","0","0","0","10"
"","2026","Hector Gonzalez","UMass Lowell","LF","Fr","8","0.200","0.500","0.200","0","5","1","0","0","1","0","0","2","1","0","0","1","0","0","1","0","8"
"","2026","Jack Forgues","UMass Lowell","1B","Fr","4","0.750","0.800","1.000","2","4","3","1","0","4","0","1","0","1","0","0","0","0","0","1","0","5"
"","2026","Cam Anstey","Air Force","RF","Jr","8","0.222","0.300","0.333","1","9","2","1","0","3","0","3","1","0","0","0","3","0","1","0","0","10"
"","2026","Thomas Fabbo","UMass Lowell","INF","Fr","1","0.000","0.500","0.000","0","1","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","2"
"","2026","Randen May","Massachusetts","DH","Fr","13","0.000","0.000","0.000","3","4","0","0","0","0","0","0","0","0","0","1","1","5","0","2","0","5"
"","2026","Tommy Hennessey","Massachusetts","2B","Fr","4","0.000","0.250","0.000","1","3","0","0","0","0","0","0","1","0","0","0","3","0","0","0","0","4"
"","2026","Cameron Biller","Mount St. Mary's","1B","So","1","0.000","0.000","0.000","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2"
"","2026","Cole Jenkins","Air Force","SS","So","7","0.600","0.600","0.800","1","5","3","1","0","4","0","1","0","0","0","0","0","0","0","0","0","5"
"","2026","Ethan Cole","Minnesota","3B","Sr","4","0.167","0.286","0.333","2","6","1","1","0","2","0","0","1","0","0","0","3","0","0","0","0","7"
"","2026","Remington Roff","SFA","C","Jr","5","0.250","0.400","0.250","0","4","1","0","0","1","0","0","0","1","0","0","2","0","0","0","0","5"
"","2026","Samuel Finarelli","LIU","1B","Fr","6","0.100","0.182","0.400","1","10","1","0","0","4","1","1","1","0","0","0","4","0","0","0","0","11"
"","2026","Mason Poppen","SFA","DH","Sr","4","0.143","0.250","0.143","1","7","1","0","0","1","0","1","1","0","0","0","3","0","0","0","0","8"
"","2026","Lewis Barnum","CSU Bakersfield","2B","Sr","10","0.000","0.200","0.000","4","4","0","0","0","0","0","0","0","1","0","0","2","0","0","0","0","5"
"","2026","Brooks Ward","Air Force","RF","So","2","1.000","1.000","1.000","0","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1"
"","2026","Cooper Winchester","Air Force","C","So","6","0.111","0.111","0.222","1","9","1","1","0","2","0","0","0","0","0","0","5","0","0","0","0","9"
"","2026","Sean Heffernan","Mount St. Mary's","2B","Fr","9","0.333","0.375","0.667","1","6","2","0","1","4","0","4","0","1","1","0","1","1","1","0","0","8"
"","2026","Paul Andrzejewski","Army West Point","2B","Jr","3","1.000","1.000","1.000","2","1","1","0","0","1","0","0","0","2","0","1","0","0","0","0","0","4"
"","2026","Jake Quinn","Minnesota","OF","Fr","3","0.000","0.000","0.000","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"","2026","Myles Monell","Mount St. Mary's","","Fr","1","0.000","0.000","0.000","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"","2026","Michael Delph","Army West Point","P","So","9","0.000","0.000","0.000","0","3","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","3"
"","2026","Mason Kirk","Tarleton St.","C","So","6","0.143","0.143","0.143","0","7","1","0","0","1","0","0","0","0","0","0","3","0","0","0","0","7"
"","2026","Will Bartoli","LIU","C","Fr","2","0.000","0.333","0.000","0","4","0","0","0","0","0","2","1","1","0","0","1","0","0","0","0","6"
"","2026","Mitch Namie","UC Santa Barbara","LF","Sr","3","0.200","0.333","0.200","1","5","1","0","0","1","0","0","1","0","0","0","1","0","0","0","0","6"
"","2026","Bubba Rocha","California Baptist","LF","Jr","6","0.000","0.333","0.000","0","2","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","3"
"","2026","Franklin Pichardo Jr.","Maryland","C","Fr","6","0.800","0.800","1.600","3","5","4","1","0","8","1","2","0","0","0","0","1","0","0","0","0","5"
"","2026","Tysen Wilson","UMES","OF","Fr","1","0.000","0.000","0.000","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1"
"","2026","Camden Andrews","California Baptist","C","Jr","7","0.375","0.545","0.375","4","8","3","0","0","3","0","1","1","2","0","0","1","0","0","1","0","11"
"","2026","Jarrett Martin","Campbell","DH","Jr","4","0.000","0.250","0.000","0","3","0","0","0","0","0","0","0","1","0","0","2","1","0","0","0","4"
"","2026","Champion Shipley","UMES","INF","Fr","3","0.500","0.500","0.500","1","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2"
"","2026","Jared Muñoz","Massachusetts","LF","So","4","0.200","0.200","0.200","0","5","1","0","0","1","0","0","0","0","0","0","2","0","0","0","0","5"
"","2026","Matthew Wright","Stony Brook","CF","Sr","4","0.000","0.400","0.000","1","3","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","5"
"","2026","Jack Killelea","Navy","DH","Jr","1","0.000","0.000","0.000","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"","2026","Caiden Brezinski","Butler","CF","So","3","0.250","0.400","0.250","0","4","1","0","0","1","0","1","1","0","0","0","2","0","0","0","0","5"
"","2026","Leo Mangiamele","Navy","2B","Jr","2","0.500","0.500","0.500","0","2","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2"
"","2026","Mac McCommons","Navy","C","Sr","4","0.000","0.400","0.000","1","3","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","5"
"","2026","David Hummel","Mississippi Val.","SS","Sr","3","0.143","0.143","0.286","1","7","1","1","0","2","0","0","0","0","0","0","3","0","0","0","0","7"
"","2026","Owen Peterson","Navy","LF","So","1","0.000","0.000","0.000","0","3","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","4"
"","2026","Fernando Ferrer","UMES","INF","Fr","1","0.000","0.000","0.000","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"","2026","Demitri Diamant","Utah","P","Sr","12","0.000","0.000","0.000","0","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2"
"","2026","Sam Hill","Massachusetts","RF","Sr","6","0.000","0.429","0.000","2","4","0","0","0","0","0","1","3","0","0","0","2","0","0","0","0","7"
"","2026","Chris Harbert","UMBC","P","Jr","14","0.200","0.429","0.200","1","5","1","0","0","1","0","1","2","0","0","0","1","0","0","0","0","7"
"","2026","Brayden Rader","Stonehill","3B","So","6","0.000","0.125","0.000","1","7","0","0","0","0","0","1","1","0","0","0","3","0","0","0","0","8"
"","2026","Zach Hampton","UMBC","DH","Fr","9","0.250","0.632","0.750","5","8","2","1","0","6","1","3","6","4","1","0","3","0","0","0","0","19"
"","2026","Aaron Smigelski","Campbell","1B","Sr","10","0.000","0.000","0.000","2","3","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3"
"","2026","Hunter Richardson","Marshall","P","Fr","5","0.000","0.000","0.000","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"","2026","Gavin Grutzmacher","Utah Tech","2B","Sr","8","0.500","0.500","0.500","4","2","1","0","0","1","0","0","0","0","0","1","1","0","1","0","0","3"
"","2026","Ty Householder","Marshall","CF","Fr","4","1.000","1.000","3.000","4","2","2","1","0","6","1","1","2","2","0","0","0","0","0","0","0","6"
"","2026","Talan Kelly","Utah Tech","P","So","12","0.000","0.000","0.000","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"","2026","Jackson Owen","Mississippi St.","1B","Sr","5","0.000","0.500","0.000","3","4","0","0","0","0","0","0","3","1","0","0","2","1","0","0","0","8"
"","2026","Josh Ferguson","Marshall","1B","So","3","0.000","0.750","0.000","1","1","0","0","0","0","0","1","2","1","0","0","1","0","0","0","0","4"
"","2026","Bryan Martinez","Utah Tech","RF","Jr","9","0.000","0.308","0.000","1","9","0","0","0","0","0","0","3","1","0","0","5","0","0","0","0","13"
"","2026","Braylon Cordonnier","Marshall","INF","Fr","3","0.000","0.200","0.000","0","4","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","5"
"","2026","Ben Cohen","Marshall","2B","So","7","0.000","0.500","0.000","3","3","0","0","0","0","0","2","0","3","0","0","2","0","0","0","0","6"
"","2026","Kaul Perkins","Nicholls","P","Fr","8","0.000","0.182","0.000","0","9","0","0","0","0","0","0","2","0","0","0","4","0","0","1","0","11"
"","2026","Logen Sutton","Campbell","3B","Sr","13","0.333","0.500","0.667","1","3","1","1","0","2","0","2","1","0","0","0","1","0","0","3","0","4"
"","2026","Travis Church","Marist","C","Fr","4","0.000","0.250","0.000","0","9","0","0","0","0","0","1","3","0","0","0","5","0","0","0","0","12"
"","2026","Daniel Perez","Stetson","C","So","2","0.000","0.400","0.000","1","3","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","5"
"","2026","Jaxon Beiswenger","Bucknell","3B","So","2","0.000","0.000","0.000","0","3","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","3"
"","2026","Andrew Ezell","Stetson","LF","So","6","0.222","0.222","0.222","0","9","2","0","0","2","0","0","0","0","0","0","6","0","0","0","0","9"
"","2026","Dimaggio Lonero","North Ala.","INF","Fr","1","0.000","1.000","0.000","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1"
"","2026","John Austin Wood","North Ala.","C","Fr","1","0.000","0.000","0.000","0","3","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","3"
"","2026","Liwai Correa","Utah Valley","2B","Fr","6","0.000","0.500","0.000","3","2","0","0","0","0","0","0","0","2","0","0","1","0","0","0","0","4"
"","2026","Alex Jankowski","LIU","P","Sr","10","0.000","0.000","0.000","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"","2026","Ryan Allen","N.C. A&T","2B","Fr","3","1.000","1.000","3.000","0","1","1","0","1","3","0","3","1","0","0","0","0","0","0","0","0","2"
"","2026","Henry McDonald","Stanford","DH","So","3","0.500","0.667","2.000","1","2","1","0","0","4","1","3","1","0","0","0","0","0","0","0","0","3"
"","2026","Alejandro Vazquez","Bryant","2B","So","4","0.750","0.800","0.750","1","4","3","0","0","3","0","1","1","0","0","0","0","0","0","0","0","5"
"","2026","Adrian Gonzalez","N.C. A&T","1B","Fr","4","0.167","0.500","0.333","1","6","1","1","0","2","0","3","2","3","1","0","1","0","0","0","0","12"
"","2026","Austin Amburgey","Valparaiso","1B","Sr","4","0.250","0.400","1.000","1","4","1","0","0","4","1","2","0","1","0","0","2","0","0","0","0","5"
"","2026","Brayden Hy","Canisius","LF","So","6","0.111","0.357","0.111","3","9","1","0","0","1","0","2","4","0","1","0","6","0","0","1","0","14"
"","2026","Carter Roberts","N.C. A&T","RF","Fr","4","0.250","0.250","0.250","1","8","2","0","0","2","0","1","0","0","0","0","2","0","0","0","0","8"
"","2026","Samuel Schwamb","N.C. A&T","C","Fr","7","0.182","0.400","0.182","2","11","2","0","0","2","0","1","4","0","0","1","7","1","0","1","0","16"
"","2026","Matthew Champion","LMU (CA)","P","Fr","6","0.000","0.000","0.000","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1"
"","2026","Jake Bollin","Villanova","C","Sr","6","0.000","0.300","0.000","1","7","0","0","0","0","0","0","1","2","0","0","3","0","0","0","0","10"
"","2026","Sebastian David","Stanford","2B","Jr","7","0.000","0.125","0.000","0","7","0","0","0","0","0","0","0","1","0","0","3","0","0","0","0","8"
"","2026","Matous Bubenik","UNCW","C","Fr","5","0.429","0.375","0.571","1","7","3","1","0","4","0","6","0","0","1","0","2","0","0","0","0","8"
"","2026","Patrick Ilitch","Villanova","RF","Sr","1","0.000","0.000","0.000","0","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2"
"","2026","Carter Alexander","Central Ark.","C","So","2","0.000","0.000","0.000","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2"
"","2026","Aidan Driscoll","Maryland","DH","So","2","0.000","0.000","0.000","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2"
"","2026","Tyler Roark","ULM","P","Fr","11","0.000","0.333","0.000","1","2","0","0","0","0","0","1","1","0","0","0","2","0","0","0","0","3"
"","2026","Miles Newsome","Brown","DH","Jr","8","0.222","0.364","0.333","1","9","2","1","0","3","0","0","2","0","0","0","2","0","1","0","0","11"
"","2026","Gavin Price","ULM","LF","Fr","3","0.333","0.429","0.333","0","6","2","0","0","2","0","0","1","0","0","0","0","0","0","0","0","7"
"","2026","Micah Simpson","UNCW","DH","Fr","11","0.429","0.500","0.429","2","7","3","0","0","3","0","3","2","0","1","0","3","0","0","0","0","10"
"","2026","Owen McKoon","ULM","CF","Fr","7","0.000","0.333","0.000","0","4","0","0","0","0","0","1","1","1","0","1","3","0","0","0","0","7"
"","2026","Sean Marlow","St. Thomas (MN)","C","Jr","2","1.000","1.000","1.000","1","1","1","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1"
"","2026","Drew Jarrell","ULM","C","Jr","5","0.250","0.500","0.500","0","4","1","1","0","2","0","1","2","0","0","0","1","0","0","0","0","6"
"","2026","Travis Adams","ULM","2B","Fr","7","0.000","0.000","0.000","2","3","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","3"
"","2026","Colin Lewandowski","St. Thomas (MN)","DH","So","9","0.167","0.167","0.167","2","6","1","0","0","1","0","0","0","0","0","0","2","0","0","1","0","6"
"","2026","Will Broderick","Virginia","C","So","2","0.333","0.333","0.333","1","3","1","0","0","1","0","1","0","0","0","0","2","0","0","0","0","3"
"","2026","Quinn Bentley","NC State","1B","Fr","5","0.400","0.500","0.400","2","5","2","0","0","2","0","3","0","1","0","0","1","0","0","0","0","6"
